season,episode,number_line,timecode_in,timecode_out,text
1,13,297,00:22:50:19,00:22:54:18,"Who is this soul shifter eunuch
that he claims to have seen?"
1,13,298,00:22:55:17,00:22:57:03,Eunuch Kim.
1,13,299,00:23:04:14,00:23:08:02,Eunuch Kim came here with me.
1,13,300,00:23:18:18,00:23:20:16,"Eunuch Kim, come inside."
1,13,301,00:23:51:17,00:23:53:08,Is he the eunuch
1,13,302,00:23:54:07,00:23:56:08,that you claim to have seen
1,13,303,00:23:56:20,00:23:58:15,run wild?
1,13,304,00:24:00:05,00:24:01:06,Yes.
1,13,305,00:24:01:08,00:24:03:24,You said he got petrified.
1,13,306,00:24:04:01,00:24:06:13,But he is well and alive.
1,13,307,00:24:07:20,00:24:09:04,You are right.
1,13,308,00:24:13:01,00:24:14:18,He is completely fine.
1,13,309,00:24:23:07,00:24:25:14,The only way to get out of this situation…
1,13,310,00:24:28:11,00:24:31:03,Is to bring this thing back to life.
1,13,311,00:24:47:03,00:24:48:22,He is fine even after he ran wild.
1,13,312,00:24:49:22,00:24:51:23,"If that is the power of the ice stone,"
1,13,313,00:24:52:00,00:24:54:15,"it means I can save Mu-deok
even if she ever runs wild."
1,13,314,00:24:55:10,00:24:56:13,Mu-deok.
1,13,315,00:24:57:17,00:24:59:17,We must have been mistaken.
1,13,316,00:25:01:10,00:25:02:22,"I guess so, Young Master."
1,13,317,00:25:05:01,00:25:07:15,You were not mistaken. You blatantly lied.
1,13,318,00:25:07:17,00:25:09:23,"He is standing there completely fine,"
1,13,319,00:25:10:16,00:25:12:24,so I guess that means I was lying.
1,13,320,00:25:17:07,00:25:19:06,He tried to lie his way out
1,13,321,00:25:19:08,00:25:22:14,"because he got scared that
he broke the constellation basin."
1,13,322,00:25:22:16,00:25:23:24,Uk.
1,13,323,00:25:25:05,00:25:27:02,Is that true?
1,13,324,00:25:28:15,00:25:32:09,"Yes, it is true.
Everything I said was a lie."
1,13,325,00:25:35:01,00:25:38:07,"You entered Cheonbugwan without permission
and broke a valuable possession."
1,13,326,00:25:38:09,00:25:42:05,"Then you made up a lie
to get yourself out of the situation?"
1,13,327,00:25:42:07,00:25:45:03,I apologize. I am sorry.
1,13,328,00:25:47:17,00:25:49:11,"This was done by a mage of Songrim,"
1,13,329,00:25:49:13,00:25:52:12,so allow me to apologize on his behalf.
1,13,330,00:25:54:02,00:25:57:03,"I would also like to apologize
to Assistant Gwanju Jin Mu."
1,13,331,00:26:01:04,00:26:05:23,"Songrim will fix
the broken constellation basin."
1,13,332,00:26:08:04,00:26:09:10,That is unnecessary.
1,13,333,00:26:09:12,00:26:10:17,Do not refuse.
1,13,334,00:26:10:19,00:26:13:09,"It is only right that
we take full responsibility."
1,13,335,00:26:14:23,00:26:16:13,"- No.
- Your Highness."
1,13,336,00:26:16:24,00:26:19:19,"Please give Songrim a chance
to make up for our mistake."
1,13,337,00:26:21:23,00:26:23:15,"You should let them do that, Mother."
1,13,338,00:26:25:13,00:26:27:13,You may do as you wish.
1,13,339,00:26:28:13,00:26:30:18,I shall head back now.
