season,episode,number_line,timecode_in,timecode_out,text
1,14,256,00:20:06:14,00:20:08:13,"-Be careful. Come on.
-That hurts."
1,14,257,00:20:08:15,00:20:10:03,Watch out.
1,14,258,00:20:15:06,00:20:19:10,"Like you said, my young master
was defeated ten times."
1,14,259,00:20:20:01,00:20:21:21,"You have won, Your Royal Highness."
1,14,260,00:20:22:18,00:20:26:09,"You already knew
that he had reached Chisu."
1,14,261,00:20:27:24,00:20:30:19,"That is why you did not hesitate
to place yourself as the bet."
1,14,262,00:20:30:21,00:20:33:01,"Had Master Cha Beom competed
like he was supposed to,"
1,14,263,00:20:33:18,00:20:35:10,my young master would have won.
1,14,264,00:20:36:20,00:20:38:12,He is no longer your young master.
1,14,265,00:20:40:09,00:20:42:09,You will be serving Yul from now on.
1,14,266,00:20:45:06,00:20:48:01,"You said you two shared
quite intimate feelings."
1,14,267,00:20:49:09,00:20:50:11,All right.
1,14,268,00:20:51:07,00:20:53:24,"I hope you continue doing that
while serving a new owner."
1,14,269,00:21:16:10,00:21:17:19,That is ridiculous.
1,14,270,00:21:17:21,00:21:20:03,How could he have reached Chisu already?
1,14,271,00:21:20:05,00:21:22:21,It is true. We all witnessed it.
1,14,272,00:21:23:12,00:21:24:09,Is this true?
1,14,273,00:21:52:14,00:21:54:06,My goodness!
1,14,274,00:21:55:14,00:21:57:19,He is truly incredible!
1,14,275,00:21:57:21,00:21:59:09,"Uk, look at you!"
1,14,276,00:21:59:12,00:22:01:16,"-That hurts!
-Sorry!"
1,14,277,00:22:02:17,00:22:04:08,"Master Heo, I am in pain."
1,14,278,00:22:04:23,00:22:07:04,You stepped up because you were worried
1,14,279,00:22:07:07,00:22:09:10,"that I might have to serve
Master Cha Beom, right?"
1,14,280,00:22:09:12,00:22:11:20,Thank you so much for your kindness.
1,14,281,00:22:11:22,00:22:13:17,You will be serving me from now on.
1,14,282,00:22:14:18,00:22:17:09,"That was a promise
I had made for the duel."
1,14,283,00:22:18:01,00:22:19:16,"I need to pretend
to keep up with my promise."
1,14,284,00:22:19:18,00:22:20:20,Of course.
1,14,285,00:22:20:23,00:22:24:10,"Feel free to let me know
if you need me to run any errands."
1,14,286,00:22:24:12,00:22:25:16,I will not need anything from you.
1,14,287,00:22:26:05,00:22:28:08,You can visit Uk whenever you want.
1,14,288,00:22:30:05,00:22:31:09,"However,"
1,14,289,00:22:32:24,00:22:34:14,there is one thing I ask of you.
1,14,290,00:22:36:06,00:22:39:15,"Once I complete my training here
and return to Seoho Fortress,"
1,14,291,00:22:40:14,00:22:42:15,"there is someone
I would like to take with me."
1,14,292,00:22:43:13,00:22:45:12,Please help me
1,14,293,00:22:46:22,00:22:47:23,do that.
1,14,294,00:22:49:19,00:22:52:06,I did not know you had someone like that.
1,14,295,00:22:52:08,00:22:55:15,"Give me your word.
Promise that you will help me."
1,14,296,00:22:59:21,00:23:02:10,You are asking me this favor as my owner.
1,14,297,00:23:03:00,00:23:05:01,I will do so at all costs.
1,14,298,00:23:16:03,00:23:19:07,"There is a soul shifter
in Sejukwon right now."
1,14,299,00:23:19:09,00:23:21:03,So how could you bring Uk here?
1,14,300,00:23:21:05,00:23:23:14,What could I have done? He was hurt.
1,14,301,00:23:24:03,00:23:27:08,I told him to rest up for a few days.
1,14,302,00:23:28:15,00:23:30:16,"-Is he badly hurt?
-No."
1,14,303,00:23:30:18,00:23:32:04,It is nothing serious.
1,14,304,00:23:33:12,00:23:36:22,How reckless of him to fight against Yul.
1,14,305,00:23:36:24,00:23:39:13,"We should have just let him
keep fishing with Master Lee."
1,14,306,00:23:39:15,00:23:41:07,We should not have summoned him.
1,14,307,00:23:42:05,00:23:45:22,"They must have done
more than just fishing."
1,14,308,00:23:47:21,00:23:51:01,Uk reached Chisu.
1,14,309,00:23:51:22,00:23:52:22,What?
1,14,310,00:23:54:07,00:23:55:19,Is that not incredible?
1,14,311,00:23:55:21,00:23:57:06,How unbelievable.
1,14,312,00:23:57:08,00:23:59:05,He is indeed extraordinary.
1,14,313,00:24:07:02,00:24:09:13,What have you been learning
1,14,314,00:24:10:09,00:24:14:05,while fishing
1,14,315,00:24:14:08,00:24:15:23,with Master Lee?
1,14,316,00:24:17:15,00:24:19:12,I learned how to catch a Golden Fish.
1,14,317,00:24:19:14,00:24:22:23,"So he was determined
to help you reach Chisu."
1,14,318,00:24:23:12,00:24:26:14,"-Has he taken you in as his pupil?
-No, Master Heo."
1,14,319,00:24:26:16,00:24:28:15,"There is a reason
why he is taking care of me."
1,14,320,00:24:29:14,00:24:31:24,And what could that be?
1,14,321,00:24:33:04,00:24:35:24,Was there something
1,14,322,00:24:36:18,00:24:37:22,that…
1,14,323,00:24:39:10,00:24:40:18,he told you about?
1,14,324,00:24:42:16,00:24:44:11,It was regarding a family matter.
1,14,325,00:24:44:14,00:24:46:24,I caught onto it and asked him first.
1,14,326,00:24:51:07,00:24:54:11,It seems like you are already aware of it.
1,14,327,00:24:56:24,00:24:58:05,I had hoped…
1,14,328,00:25:00:06,00:25:01:19,you would not find out.
1,14,329,00:25:02:17,00:25:03:23,No.
1,14,330,00:25:04:01,00:25:07:06,"It was not something I could turn
a blind eye to upon finding out."
1,14,331,00:25:08:16,00:25:10:04,What will you do?
1,14,332,00:25:14:18,00:25:15:24,About Maidservant Kim.
1,14,333,00:25:24:12,00:25:25:20,What about her?
1,14,334,00:25:25:22,00:25:28:14,"Master Lee is trying to win
Maidservant Kim over"
1,14,335,00:25:28:16,00:25:30:15,by treating me well.
1,14,336,00:25:31:23,00:25:33:12,So what will you do?
1,14,337,00:25:34:17,00:25:39:06,"I mean, Master Lee is a wonderful man
who has helped me greatly."
1,14,338,00:25:40:21,00:25:41:17,But still…
1,14,339,00:25:42:17,00:25:46:03,"I thought I should give you
the opportunity first,"
1,14,340,00:25:46:05,00:25:47:20,given our history together.
1,14,341,00:25:51:13,00:25:53:00,What opportunity?
1,14,342,00:25:54:03,00:25:57:05,"Did you know that Master Lee
has recently been staying at our house?"
1,14,343,00:25:58:08,00:26:00:23,I was wondering where he was staying.
1,14,344,00:26:01:00,00:26:03:05,So he has been staying at your house.
1,14,345,00:26:03:07,00:26:04:07,Yes.
1,14,346,00:26:04:09,00:26:07:14,"Since I am away, they must be enjoying
a lovely meal together."
1,14,347,00:26:07:16,00:26:09:18,"Since she has a soft heart,"
1,14,348,00:26:09:20,00:26:12:07,"she loves providing for
and feeding others."
1,14,349,00:26:12:10,00:26:14:20,"It is only a matter of time
until she falls for him."
1,14,350,00:26:16:22,00:26:18:15,I truly hope
1,14,351,00:26:18:17,00:26:21:13,she can marry a loving man.
1,14,352,00:26:24:22,00:26:26:13,"If it is fine with you,"
1,14,353,00:26:27:09,00:26:30:05,I would like to root for them.
1,14,354,00:26:43:21,00:26:46:18,Master Lee is unbelievably older than her.
1,14,355,00:26:47:07,00:26:50:14,"But on the outside,
he looks younger than you."
1,14,356,00:26:50:16,00:26:52:04,It is still absurd.
1,14,357,00:26:52:06,00:26:55:12,He practices chastity while training.
1,14,358,00:26:56:09,00:26:58:03,How could they get married?
1,14,359,00:26:58:17,00:27:02:06,"I had cut off my libido to train,
but I have since recovered."
1,14,360,00:27:02:08,00:27:03:21,It is not impossible.
1,14,361,00:27:03:23,00:27:05:24,Marriage should be consensual.
